client_id,name,last_name,email,phone,registration_date,country_id,city,client_type_id,status
18,Esperanza,Castro,esperanza.castro018@clientes.tiendalatam.test,+57 78139880,2025-12-14,5,Cartagena,4,TRUE
19,Mariana,Paredes,mariana.paredes019@clientes.tiendalatam.test,+51 31682744,2023-09-28,9,Arequipa,1,TRUE
20,Javiera,Fuentes,javiera.fuentes020@clientes.tiendalatam.test,+54 12614124,2024-10-04,1,La Plata,1,TRUE
21,Lucía,Acosta,lucia.acosta021@clientes.tiendalatam.test,+57 86149359,2026-04-14,5,Medellín,4,TRUE
22,Daniel,Camacho,daniel.camacho022@clientes.tiendalatam.test,+591 83793389,2024-07-31,2,Santa Cruz,1,TRUE
23,Ángela,Bravo,angela.bravo023@clientes.tiendalatam.test,+56 63551839,2025-01-17,4,Valparaíso,4,TRUE
24,Isabella,Salazar,isabella.salazar024@clientes.tiendalatam.test,+51 40158366,2024-05-20,9,Cusco,1,TRUE
25,María,Flores,maria.flores025@clientes.tiendalatam.test,+598 94705205,2024-11-06,10,Montevideo,1,TRUE
26,Esteban,Acosta,esteban.acosta026@clientes.tiendalatam.test,+506 47376585,2021-10-17,6,San José,2,TRUE
27,Augusto,Salazar,augusto.salazar027@clientes.tiendalatam.test,+598 73481353,2022-10-02,10,Colonia,3,TRUE
28,Lautaro,Beltrán,lautaro.beltran028@clientes.tiendalatam.test,+593 72682989,2022-06-23,7,Guayaquil,3,TRUE
29,Martina,Navarro,martina.navarro029@clientes.tiendalatam.test,+591 24665841,2025-03-20,2,La Paz,1,TRUE
30,Florencia,Barrios,florencia.barrios030@clientes.tiendalatam.test,+593 43528453,2024-06-05,7,Quito,3,TRUE
31,Diego,Iglesias,diego.iglesias031@clientes.tiendalatam.test,+51 11980765,2025-09-26,9,Lima,4,FALSE
32,Bianca,Estrada,bianca.estrada032@clientes.tiendalatam.test,+55 38688676,2025-11-13,3,Belo Horizonte,3,FALSE
33,Catalina,Tapia,catalina.tapia033@clientes.tiendalatam.test,+54 48285503,2022-12-23,1,Mendoza,1,FALSE
34,Mariana,Álvarez,mariana.alvarez034@clientes.tiendalatam.test,+51 49823450,2026-04-25,9,Cusco,1,TRUE
35,Lucía,Sánchez,lucia.sanchez035@clientes.tiendalatam.test,+54 88406989,2025-07-01,1,Rosario,1,FALSE
36,Mateo,Romero,mateo.romero036@clientes.tiendalatam.test,+54 19196777,2024-10-05,1,La Plata,1,TRUE
37,Claudia,Quiroga,claudia.quiroga037@clientes.tiendalatam.test,+591 15334035,2023-05-28,2,Santa Cruz,2,TRUE
38,Catalina,Suárez,catalina.suarez038@clientes.tiendalatam.test,+51 99889098,2024-12-17,9,Trujillo,2,TRUE
39,Cristóbal,Flores,cristobal.flores039@clientes.tiendalatam.test,+57 11250299,2024-03-14,5,Barranquilla,1,FALSE
40,Romina,Ríos,romina.rios040@clientes.tiendalatam.test,+591 27778019,2026-04-25,2,Santa Cruz,4,FALSE
41,Roberto,Quintero,roberto.quintero041@clientes.tiendalatam.test,+506 82909480,2025-12-18,6,Alajuela,2,TRUE
42,Tania,Aranda,tania.aranda042@clientes.tiendalatam.test,+51 50181935,2026-04-16,9,Lima,4,TRUE
43,Camila,Aranda,camila.aranda043@clientes.tiendalatam.test,+57 30863865,2025-12-16,5,Bogotá,1,TRUE
44,Romina,Fuentes,romina.fuentes044@clientes.tiendalatam.test,+56 43704923,2025-06-09,4,Concepción,3,TRUE
45,Sofía,García,sofia.garcia045@clientes.tiendalatam.test,+593 54769200,2022-06-09,7,Guayaquil,2,TRUE
46,Cristian,Cordero,cristian.cordero046@clientes.tiendalatam.test,+52 85283645,2023-07-20,8,Tijuana,1,TRUE
47,Carlos,Paredes,carlos.paredes047@clientes.tiendalatam.test,+55 88183110,2025-12-22,3,Salvador,1,TRUE
48,Trinidad,Suárez,trinidad.suarez048@clientes.tiendalatam.test,+506 43491314,2021-12-06,6,San José,2,TRUE
49,Aurora,Vargas,aurora.vargas049@clientes.tiendalatam.test,+593 41774346,2024-11-14,7,Cuenca,3,FALSE
50,Alejandro,Vega,alejandro.vega050@clientes.tiendalatam.test,+593 65259205,2025-09-30,7,Quito,3,TRUE
51,Ximena,Reyes,ximena.reyes051@clientes.tiendalatam.test,+57 61343880,2025-09-30,5,Medellín,3,TRUE
52,Macarena,Mora,macarena.mora052@clientes.tiendalatam.test,+52 39920292,2023-05-01,8,Monterrey,1,TRUE
53,Vicente,Roldán,vicente.roldan053@clientes.tiendalatam.test,+591 63643924,2023-11-21,2,Cochabamba,2,TRUE
54,Catalina,Castro,catalina.castro054@clientes.tiendalatam.test,+54 87925434,2023-11-26,1,Buenos Aires,4,TRUE
55,Rocío,Espinoza,rocio.espinoza055@clientes.tiendalatam.test,+593 68571795,2022-07-28,7,Guayaquil,2,TRUE
56,Tomás,Pérez,tomas.perez056@clientes.tiendalatam.test,+598 68526649,2024-02-25,10,Montevideo,1,FALSE
57,Emilia,Torres,emilia.torres057@clientes.tiendalatam.test,+56 99152472,2024-10-15,4,Concepción,4,TRUE
58,Romina,Bravo,romina.bravo058@clientes.tiendalatam.test,+591 99508850,2025-04-01,2,Cochabamba,1,TRUE
59,Pilar,Méndez,pilar.mendez059@clientes.tiendalatam.test,+55 33357554,2023-09-23,3,Rio de Janeiro,2,TRUE
60,Emiliano,Suárez,emiliano.suarez060@clientes.tiendalatam.test,+54 67698610,2024-10-29,1,Rosario,3,TRUE
61,Ramiro,Aguilar,ramiro.aguilar061@clientes.tiendalatam.test,+52 78608612,2023-11-10,8,Puebla,1,FALSE
62,Emiliano,Roldán,emiliano.roldan062@clientes.tiendalatam.test,+55 99100953,2025-09-12,3,São Paulo,2,TRUE
63,Eduardo,Rojas,eduardo.rojas063@clientes.tiendalatam.test,+56 29777514,2025-10-09,4,Concepción,1,TRUE
64,Pilar,Bermúdez,pilar.bermudez064@clientes.tiendalatam.test,+591 36096655,2024-07-15,2,Sucre,2,TRUE
65,Salvador,Reyes,salvador.reyes065@clientes.tiendalatam.test,+55 67062156,2024-03-20,3,São Paulo,1,TRUE
66,Marco,Salazar,marco.salazar066@clientes.tiendalatam.test,+52 26288475,2025-05-13,8,Ciudad de México,1,TRUE
67,Salvador,Quintero,salvador.quintero067@clientes.tiendalatam.test,+51 92228802,2025-04-07,9,Trujillo,3,FALSE
68,Roberto,Camacho,roberto.camacho068@clientes.tiendalatam.test,+51 70407340,2024-05-02,9,Cusco,1,TRUE
69,Marcela,Acosta,marcela.acosta069@clientes.tiendalatam.test,+51 46855845,2025-02-27,9,Cusco,1,TRUE
70,Iván,Rivera,ivan.rivera070@clientes.tiendalatam.test,+506 28572252,2023-05-26,6,Alajuela,1,TRUE
71,Pilar,Beltrán,pilar.beltran071@clientes.tiendalatam.test,+56 54410148,2022-11-24,4,Santiago,1,TRUE
72,Octavio,Cuevas,octavio.cuevas072@clientes.tiendalatam.test,+593 12621534,2023-03-29,7,Guayaquil,3,TRUE
73,Mauricio,Solís,mauricio.solis073@clientes.tiendalatam.test,+54 66240084,2024-02-17,1,Rosario,1,TRUE
74,Eduardo,Cabrera,eduardo.cabrera074@clientes.tiendalatam.test,+56 68496914,2025-09-17,4,Antofagasta,1,TRUE
75,Laura,Barrios,laura.barrios075@clientes.tiendalatam.test,+593 27129912,2025-04-09,7,Cuenca,4,TRUE
76,Cecilia,López,cecilia.lopez076@clientes.tiendalatam.test,+598 21267237,2026-01-18,10,Colonia,2,TRUE
77,Ignacio,Cortés,ignacio.cortes077@clientes.tiendalatam.test,+54 38408562,2024-06-25,1,Rosario,1,TRUE
78,Tomás,Rivera,tomas.rivera078@clientes.tiendalatam.test,+57 73123515,2025-12-18,5,Barranquilla,1,TRUE
79,Damián,Torres,damian.torres079@clientes.tiendalatam.test,+506 97477029,2026-04-29,6,San José,1,TRUE
80,Mariana,Acosta,mariana.acosta080@clientes.tiendalatam.test,+54 26941092,2023-06-21,1,La Plata,1,TRUE
81,Octavio,Paredes,octavio.paredes081@clientes.tiendalatam.test,+52 32520277,2026-03-04,8,Monterrey,2,FALSE
82,Camila,Cuevas,camila.cuevas082@clientes.tiendalatam.test,+55 13446499,2025-06-10,3,Brasília,4,TRUE
83,Ángela,Rojas,angela.rojas083@clientes.tiendalatam.test,+593 20200074,2026-01-19,7,Guayaquil,1,TRUE
84,Isabella,Aliaga,isabella.aliaga084@clientes.tiendalatam.test,+57 15512205,2023-06-13,5,Cartagena,1,TRUE
85,José,Gallardo,jose.gallardo085@clientes.tiendalatam.test,+51 75793759,2024-02-01,9,Trujillo,1,FALSE
86,Emilia,Castro,emilia.castro086@clientes.tiendalatam.test,+52 80027662,2025-02-24,8,Guadalajara,4,TRUE
87,Olivia,Padilla,olivia.padilla087@clientes.tiendalatam.test,+51 89520597,2025-09-27,9,Cusco,1,TRUE
88,Jazmín,Salazar,jazmin.salazar088@clientes.tiendalatam.test,+591 72372114,2025-10-23,2,Cochabamba,1,TRUE
89,Paula,Fuentes,paula.fuentes089@clientes.tiendalatam.test,+52 38470244,2023-12-05,8,Monterrey,1,TRUE
90,Florencia,Saldaña,florencia.saldana090@clientes.tiendalatam.test,+598 11362459,2023-08-24,10,Colonia,1,TRUE
91,Marco,Acosta,marco.acosta091@clientes.tiendalatam.test,+593 73900135,2023-06-09,7,Guayaquil,2,TRUE
92,Eduardo,Cisneros,eduardo.cisneros092@clientes.tiendalatam.test,+591 42655866,2025-09-08,2,Cochabamba,1,TRUE
93,Lautaro,Aranda,lautaro.aranda093@clientes.tiendalatam.test,+51 54398056,2024-07-12,9,Trujillo,1,TRUE
94,Mariano,Álvarez,mariano.alvarez094@clientes.tiendalatam.test,+56 52352128,2023-10-13,4,Santiago,1,TRUE
95,Antonella,Estrada,antonella.estrada095@clientes.tiendalatam.test,+55 47111151,2025-08-03,3,Rio de Janeiro,2,FALSE
96,Gabriel,Medina,gabriel.medina096@clientes.tiendalatam.test,+57 40532273,2024-09-26,5,Bogotá,1,TRUE
97,Sofía,Sánchez,sofia.sanchez097@clientes.tiendalatam.test,+55 84270583,2025-05-28,3,Brasília,1,FALSE
98,José,Bermúdez,jose.bermudez098@clientes.tiendalatam.test,+52 48163378,2025-02-27,8,Ciudad de México,1,TRUE
99,Patricio,Cruz,patricio.cruz099@clientes.tiendalatam.test,+54 18770247,2023-02-07,1,Rosario,1,TRUE
100,Mariana,Aliaga,mariana.aliaga100@clientes.tiendalatam.test,+54 50780112,2025-02-16,1,Córdoba,1,TRUE
101,Patricia,Galindo,patricia.galindo101@clientes.tiendalatam.test,+593 40291214,2024-11-12,7,Cuenca,2,TRUE
102,Lautaro,Bravo,lautaro.bravo102@clientes.tiendalatam.test,+57 86320155,2026-01-20,5,Cartagena,2,TRUE
103,Catalina,Rivera,catalina.rivera103@clientes.tiendalatam.test,+56 31079846,2025-07-07,4,Valparaíso,1,TRUE
104,Federico,Quiroga,federico.quiroga104@clientes.tiendalatam.test,+593 73070585,2022-12-03,7,Guayaquil,1,TRUE
105,Jimena,Mora,jimena.mora105@clientes.tiendalatam.test,+52 45507920,2025-05-27,8,Ciudad de México,3,TRUE
106,Felipe,Iglesias,felipe.iglesias106@clientes.tiendalatam.test,+56 40173413,2025-03-30,4,Antofagasta,2,FALSE
107,Laura,Bravo,laura.bravo107@clientes.tiendalatam.test,+591 89865458,2025-10-18,2,La Paz,2,TRUE
108,Federico,Lara,federico.lara108@clientes.tiendalatam.test,+591 64023778,2023-09-09,2,Sucre,4,TRUE
109,Emilia,Cortés,emilia.cortes109@clientes.tiendalatam.test,+591 91029073,2024-08-12,2,La Paz,1,TRUE
110,Juan,Cabrera,juan.cabrera110@clientes.tiendalatam.test,+598 87342561,2026-03-19,10,Colonia,1,TRUE
111,Paula,Cuevas,paula.cuevas111@clientes.tiendalatam.test,+52 68503492,2024-07-08,8,Monterrey,2,TRUE
112,Rodrigo,Cortés,rodrigo.cortes112@clientes.tiendalatam.test,+506 99943797,2022-06-06,6,Alajuela,1,TRUE
113,Cecilia,Cisneros,cecilia.cisneros113@clientes.tiendalatam.test,+52 83832717,2024-04-08,8,Monterrey,1,TRUE
114,Esteban,García,esteban.garcia114@clientes.tiendalatam.test,+591 98269682,2023-07-02,2,Sucre,3,TRUE
115,Lucas,Valdez,lucas.valdez115@clientes.tiendalatam.test,+51 93940940,2022-01-27,9,Trujillo,1,TRUE
116,Thiago,Fuentes,thiago.fuentes116@clientes.tiendalatam.test,+55 26297533,2023-07-30,3,Brasília,1,TRUE
117,Adriana,Rodríguez,adriana.rodriguez117@clientes.tiendalatam.test,+55 84121929,2025-09-16,3,Brasília,1,TRUE
118,Isabella,Vargas,isabella.vargas118@clientes.tiendalatam.test,+591 76890827,2025-11-04,2,Sucre,4,TRUE
119,Augusto,Salazar,augusto.salazar119@clientes.tiendalatam.test,+593 71308842,2025-05-25,7,Guayaquil,1,TRUE
120,Andrés,Maldonado,andres.maldonado120@clientes.tiendalatam.test,+51 65692629,2026-02-03,9,Arequipa,1,TRUE
121,Mariano,Lara,mariano.lara121@clientes.tiendalatam.test,+54 88777447,2023-07-31,1,Rosario,1,TRUE
122,Patricio,Peña,patricio.pena122@clientes.tiendalatam.test,+52 54619335,2025-12-02,8,Tijuana,1,TRUE
123,Ximena,Acosta,ximena.acosta123@clientes.tiendalatam.test,+506 86745380,2024-06-15,6,San José,1,TRUE
124,Augusto,Méndez,augusto.mendez124@clientes.tiendalatam.test,+506 61818612,2024-04-07,6,Cartago,4,TRUE
125,Carlos,Ortiz,carlos.ortiz125@clientes.tiendalatam.test,+55 77416376,2025-03-18,3,Belo Horizonte,4,TRUE
126,Gonzalo,Tapia,gonzalo.tapia126@clientes.tiendalatam.test,+52 12059919,2022-07-04,8,Ciudad de México,2,TRUE
127,Augusto,Ríos,augusto.rios127@clientes.tiendalatam.test,+55 55440919,2025-03-21,3,São Paulo,2,TRUE
128,Verónica,Méndez,veronica.mendez128@clientes.tiendalatam.test,+506 52501540,2022-05-01,6,Cartago,2,FALSE
129,Lucas,Torres,lucas.torres129@clientes.tiendalatam.test,+51 41510328,2024-08-03,9,Lima,2,FALSE
130,Sebastián,Díaz,sebastian.diaz130@clientes.tiendalatam.test,+591 69549527,2026-04-27,2,Sucre,1,TRUE
131,Constanza,Domínguez,constanza.dominguez131@clientes.tiendalatam.test,+506 60310319,2021-10-05,6,San José,1,TRUE
132,Alejandro,Rivera,alejandro.rivera132@clientes.tiendalatam.test,+55 91804602,2024-04-09,3,Rio de Janeiro,3,TRUE
133,Renata,Barrios,renata.barrios133@clientes.tiendalatam.test,+598 95618110,2023-06-08,10,Montevideo,1,TRUE
134,Ramiro,Iglesias,ramiro.iglesias134@clientes.tiendalatam.test,+52 31203129,2021-05-30,8,Monterrey,1,FALSE
135,Federico,Núñez,federico.nunez135@clientes.tiendalatam.test,+57 71315464,2026-04-16,5,Barranquilla,3,TRUE
136,Joaquín,Méndez,joaquin.mendez136@clientes.tiendalatam.test,+52 86762164,2024-02-25,8,Ciudad de México,1,TRUE
137,Florencia,Rodríguez,florencia.rodriguez137@clientes.tiendalatam.test,+54 85957706,2025-05-17,1,Mendoza,3,TRUE
138,Hernán,Soto,hernan.soto138@clientes.tiendalatam.test,+598 40885967,2026-04-01,10,Colonia,2,TRUE
139,Ramiro,Castillo,ramiro.castillo139@clientes.tiendalatam.test,+598 94322033,2025-02-26,10,Punta del Este,1,TRUE
140,Claudia,Carvajal,claudia.carvajal140@clientes.tiendalatam.test,+52 27637794,2021-11-25,8,Ciudad de México,1,TRUE
141,Daniel,Iglesias,daniel.iglesias141@clientes.tiendalatam.test,+55 59104566,2025-07-16,3,Rio de Janeiro,1,FALSE
142,Constanza,Navarro,constanza.navarro142@clientes.tiendalatam.test,+57 25457816,2025-10-23,5,Barranquilla,1,TRUE
143,Marco,Carvajal,marco.carvajal143@clientes.tiendalatam.test,+56 22120246,2025-07-24,4,Antofagasta,3,TRUE
144,Ramiro,Ríos,ramiro.rios144@clientes.tiendalatam.test,+52 88458327,2024-10-13,8,Monterrey,1,TRUE
145,Ana,Galindo,ana.galindo145@clientes.tiendalatam.test,+56 85350823,2024-02-03,4,Antofagasta,1,TRUE
146,Damián,Beltrán,damian.beltran146@clientes.tiendalatam.test,+52 25659979,2025-03-12,8,Monterrey,1,FALSE
147,Sebastián,Acosta,sebastian.acosta147@clientes.tiendalatam.test,+52 82148284,2023-10-09,8,Ciudad de México,1,TRUE
148,Víctor,Vargas,victor.vargas148@clientes.tiendalatam.test,+51 65684858,2025-04-11,9,Cusco,2,TRUE
149,Federico,Paredes,federico.paredes149@clientes.tiendalatam.test,+57 39161443,2025-01-29,5,Bogotá,1,FALSE
150,Iván,Domínguez,ivan.dominguez150@clientes.tiendalatam.test,+591 18126895,2025-11-20,2,Cochabamba,1,TRUE
151,Cecilia,Aguilar,cecilia.aguilar151@clientes.tiendalatam.test,+52 96128115,2022-09-04,8,Ciudad de México,2,FALSE
152,Daniel,Aliaga,daniel.aliaga152@clientes.tiendalatam.test,+506 37542226,2022-01-12,6,San José,1,TRUE
153,Rodrigo,Jiménez,rodrigo.jimenez153@clientes.tiendalatam.test,+56 89991301,2023-03-30,4,Valparaíso,1,TRUE
154,Tomás,Castro,tomas.castro154@clientes.tiendalatam.test,+55 24754064,2022-11-03,3,Salvador,2,TRUE
155,Juan,Castro,juan.castro155@clientes.tiendalatam.test,+56 45617024,2021-07-12,4,Concepción,1,TRUE
156,Jazmín,Carvajal,jazmin.carvajal156@clientes.tiendalatam.test,+591 78885632,2024-09-28,2,Sucre,1,TRUE
157,Rocío,Saavedra,rocio.saavedra157@clientes.tiendalatam.test,+598 50484137,2023-04-30,10,Montevideo,1,FALSE
158,Lautaro,Reyes,lautaro.reyes158@clientes.tiendalatam.test,+52 75802771,2022-02-22,8,Puebla,2,TRUE
159,Miguel,Torres,miguel.torres159@clientes.tiendalatam.test,+506 26937148,2026-01-09,6,Cartago,1,TRUE
160,Patricia,Pacheco,patricia.pacheco160@clientes.tiendalatam.test,+506 49580505,2024-10-29,6,Alajuela,1,TRUE
161,Emilia,Lozano,emilia.lozano161@clientes.tiendalatam.test,+591 40667888,2022-06-30,2,Santa Cruz,1,TRUE
162,Lautaro,Espinoza,lautaro.espinoza162@clientes.tiendalatam.test,+591 99269266,2024-03-18,2,Cochabamba,1,FALSE
163,Valentina,Rivera,valentina.rivera163@clientes.tiendalatam.test,+52 22513132,2025-05-01,8,Ciudad de México,1,TRUE
164,Lucía,Velasco,lucia.velasco164@clientes.tiendalatam.test,+55 85374852,2024-02-05,3,Salvador,1,TRUE
165,Diego,Soto,diego.soto165@clientes.tiendalatam.test,+593 90585678,2024-04-07,7,Cuenca,1,TRUE
166,Eduardo,Reyes,eduardo.reyes166@clientes.tiendalatam.test,+55 56991504,2024-09-01,3,Belo Horizonte,3,TRUE
167,Lautaro,Saldaña,lautaro.saldana167@clientes.tiendalatam.test,+598 93446356,2025-08-03,10,Montevideo,2,TRUE
168,Paula,Cabrera,paula.cabrera168@clientes.tiendalatam.test,+57 51471222,2021-09-20,5,Bogotá,4,TRUE
169,Cecilia,Cisneros,cecilia.cisneros169@clientes.tiendalatam.test,+55 19339597,2023-01-31,3,Salvador,1,TRUE
170,Ignacio,Gallardo,ignacio.gallardo170@clientes.tiendalatam.test,+51 70887307,2021-10-14,9,Arequipa,1,TRUE
171,Mateo,Sánchez,mateo.sanchez171@clientes.tiendalatam.test,+598 30881581,2025-06-14,10,Colonia,1,TRUE
172,Cecilia,Cordero,cecilia.cordero172@clientes.tiendalatam.test,+57 75184410,2025-04-15,5,Barranquilla,2,TRUE
173,Vicente,Padilla,vicente.padilla173@clientes.tiendalatam.test,+51 24883373,2023-04-17,9,Lima,1,TRUE
174,Eduardo,Cárdenas,eduardo.cardenas174@clientes.tiendalatam.test,+57 90440034,2024-08-01,5,Bogotá,1,TRUE
175,Constanza,Cortés,constanza.cortes175@clientes.tiendalatam.test,+55 26104026,2026-03-01,3,Brasília,1,TRUE
176,Cristian,Mora,cristian.mora176@clientes.tiendalatam.test,+593 77144075,2023-01-18,7,Cuenca,1,TRUE
177,Sofía,Padilla,sofia.padilla177@clientes.tiendalatam.test,+593 12515446,2024-01-04,7,Cuenca,1,TRUE
178,Martina,Gallardo,martina.gallardo178@clientes.tiendalatam.test,+593 48858073,2023-10-24,7,Cuenca,1,TRUE
179,Federico,Carvajal,federico.carvajal179@clientes.tiendalatam.test,+598 21828592,2023-11-14,10,Punta del Este,1,TRUE
180,Mateo,Cárdenas,mateo.cardenas180@clientes.tiendalatam.test,+593 51644346,2024-05-16,7,Cuenca,2,TRUE
181,Gonzalo,Roldán,gonzalo.roldan181@clientes.tiendalatam.test,+591 36025314,2025-08-23,2,La Paz,3,TRUE
182,Camila,Jiménez,camila.jimenez182@clientes.tiendalatam.test,+55 44355473,2025-06-21,3,Rio de Janeiro,1,TRUE
183,Octavio,Valdez,octavio.valdez183@clientes.tiendalatam.test,+591 72270726,2025-07-31,2,Santa Cruz,2,TRUE
184,Adrián,Galindo,adrian.galindo184@clientes.tiendalatam.test,+598 53380275,2024-06-06,10,Colonia,3,TRUE
185,Thiago,Lara,thiago.lara185@clientes.tiendalatam.test,+591 46866075,2022-11-19,2,Sucre,1,TRUE
186,Carlos,Ramírez,carlos.ramirez186@clientes.tiendalatam.test,+52 59491122,2022-04-11,8,Puebla,3,TRUE
187,Olivia,Cuevas,olivia.cuevas187@clientes.tiendalatam.test,+591 84399083,2025-12-01,2,Sucre,4,TRUE
188,Gabriel,Cortés,gabriel.cortes188@clientes.tiendalatam.test,+598 91202508,2021-12-02,10,Colonia,1,TRUE
189,Ángela,Rivera,angela.rivera189@clientes.tiendalatam.test,+591 77719420,2022-02-25,2,Cochabamba,2,TRUE
190,Natalia,Bustamante,natalia.bustamante190@clientes.tiendalatam.test,+52 31306555,2025-05-28,8,Tijuana,1,FALSE
191,Patricia,Sánchez,patricia.sanchez191@clientes.tiendalatam.test,+506 94676162,2024-02-29,6,Cartago,2,TRUE
192,Tomás,Calderón,tomas.calderon192@clientes.tiendalatam.test,+593 30182766,2022-06-16,7,Guayaquil,1,TRUE
193,Damián,Cárdenas,damian.cardenas193@clientes.tiendalatam.test,+506 27307598,2022-10-26,6,Alajuela,1,FALSE
194,Rodrigo,Ortiz,rodrigo.ortiz194@clientes.tiendalatam.test,+593 99941500,2023-10-18,7,Cuenca,2,FALSE
195,Soledad,Cordero,soledad.cordero195@clientes.tiendalatam.test,+51 78248169,2026-04-26,9,Lima,1,TRUE
196,Octavio,Fuentes,octavio.fuentes196@clientes.tiendalatam.test,+56 35770506,2023-01-28,4,Concepción,1,TRUE
197,Cecilia,Navarro,cecilia.navarro197@clientes.tiendalatam.test,+591 92950779,2022-04-21,2,La Paz,1,TRUE
198,Mariano,Quintero,mariano.quintero198@clientes.tiendalatam.test,+598 15864298,2022-12-17,10,Montevideo,1,TRUE
199,Emiliano,Lozano,emiliano.lozano199@clientes.tiendalatam.test,+52 41407343,2023-06-02,8,Tijuana,1,TRUE
200,Agustina,Bermúdez,agustina.bermudez200@clientes.tiendalatam.test,+52 69135982,2025-09-27,8,Guadalajara,1,TRUE
201,Roberto,Rojas,roberto.rojas201@clientes.tiendalatam.test,+51 91156554,2024-02-20,9,Cusco,1,TRUE
202,Camila,Saavedra,camila.saavedra202@clientes.tiendalatam.test,+506 26733967,2025-03-04,6,Cartago,1,TRUE
203,Emilia,Gómez,emilia.gomez203@clientes.tiendalatam.test,+51 39801436,2023-08-10,9,Arequipa,3,FALSE
204,Benjamín,Miranda,benjamin.miranda204@clientes.tiendalatam.test,+593 60192261,2026-02-13,7,Quito,1,FALSE
205,Sebastián,Vega,sebastian.vega205@clientes.tiendalatam.test,+54 29602406,2024-02-08,1,Rosario,1,TRUE
206,Jazmín,Bustamante,jazmin.bustamante206@clientes.tiendalatam.test,+55 10704803,2025-10-22,3,Belo Horizonte,3,TRUE
207,Rocío,Calderón,rocio.calderon207@clientes.tiendalatam.test,+55 80836292,2023-04-17,3,Salvador,1,TRUE
208,Joaquín,Gallardo,joaquin.gallardo208@clientes.tiendalatam.test,+591 95758649,2023-06-02,2,La Paz,3,TRUE
209,Verónica,Martínez,veronica.martinez209@clientes.tiendalatam.test,+52 94819556,2022-08-04,8,Tijuana,1,TRUE
210,Liliana,Domínguez,liliana.dominguez210@clientes.tiendalatam.test,+593 42287985,2022-10-31,7,Quito,1,TRUE
211,Andrés,Pacheco,andres.pacheco211@clientes.tiendalatam.test,+51 83025444,2025-04-08,9,Trujillo,1,FALSE
212,Sofía,Solís,sofia.solis212@clientes.tiendalatam.test,+593 60103798,2024-11-06,7,Guayaquil,1,TRUE
213,Rocío,Reyes,rocio.reyes213@clientes.tiendalatam.test,+506 88101741,2025-09-03,6,San José,2,TRUE
214,Soledad,Castro,soledad.castro214@clientes.tiendalatam.test,+51 72360629,2021-12-17,9,Trujillo,4,TRUE
215,Ángela,Tapia,angela.tapia215@clientes.tiendalatam.test,+55 14963880,2023-02-02,3,São Paulo,1,TRUE
216,Macarena,Roldán,macarena.roldan216@clientes.tiendalatam.test,+54 63448727,2023-03-13,1,Rosario,4,TRUE
217,Trinidad,Sánchez,trinidad.sanchez217@clientes.tiendalatam.test,+56 98010774,2023-07-03,4,Concepción,1,TRUE
218,Thiago,Solís,thiago.solis218@clientes.tiendalatam.test,+593 55504725,2024-01-28,7,Cuenca,4,TRUE
219,Mateo,Cordero,mateo.cordero219@clientes.tiendalatam.test,+51 20593403,2024-08-17,9,Trujillo,1,FALSE
